"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"TX.VAL.FUEL.ZS.UN","Fuel exports (% of merchandise exports)","Fuels comprise the commodities in SITC section 3 (mineral fuels, lubricants and related materials).","World Bank staff estimates through the WITS platform from the Comtrade database maintained by the United Nations Statistics Division.",
