"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"EG.USE.COMM.FO.ZS","Fossil fuel energy consumption (% of total)","Fossil fuel comprises coal, oil, petroleum, and natural gas products.","IEA Energy Statistics Data Browser, https://www.iea.org/data-and-statistics/data-tools/energy-statistics-data-browser",
