"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"EG.GDP.PUSE.KO.PP.KD","GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent)","GDP per unit of energy use is the PPP GDP per kilogram of oil equivalent of energy use. PPP GDP is gross domestic product converted to 2021 constant international dollars using purchasing power parity rates. An international dollar has the same purchasing power over GDP as a U.S. dollar has in the United States.","IEA Energy Statistics Data Browser, https://www.iea.org/data-and-statistics/data-tools/energy-statistics-data-browser",
